Title,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO ,Na2O,K2O,P2O5,H2O,Initial Temperature,Final Temperature,Initial Pressure,Final Pressure,Increment Temperature,Increment Pressure,dp/dt,log fo2 Path
204,67,1.02,16.89,4.5585,0.0865,1.4323,3.9792,3.2228,1.6159,0.165,2,1200,900,4000,4000,10,0,0,NNO
205,68,1.03,16.87,4.183,0.081,1.1672,3.5428,3.2596,1.6645,0.1679,2,1200,900,4000,4000,10,0,0,NNO
206,69,1.04,16.85,3.8075,0.0755,0.9021,3.1064,3.2964,1.7131,0.1708,2,1200,900,4000,4000,10,0,0,NNO
207,70,1.05,16.84,3.432,0.07,0.637,2.67,3.3332,1.7617,0.1737,2,1200,900,4000,4000,10,0,0,NNO
208,48,0.86,17.21,11.693,0.191,6.4692,12.2708,2.5236,0.6925,0.1099,2,1200,900,4500,4500,10,0,0,NNO
209,49,0.87,17.19,11.3175,0.1855,6.2041,11.8344,2.5604,0.7411,0.1128,2,1200,900,4500,4500,10,0,0,NNO
210,50,0.87,17.17,10.942,0.18,5.939,11.398,2.5972,0.7897,0.1157,2,1200,900,4500,4500,10,0,0,NNO
211,51,0.88,17.16,10.5665,0.1745,5.6739,10.9616,2.634,0.8383,0.1186,2,1200,900,4500,4500,10,0,0,NNO
212,52,0.89,17.14,10.191,0.169,5.4088,10.5252,2.6708,0.8869,0.1215,2,1200,900,4500,4500,10,0,0,NNO
213,53,0.9,17.12,9.8155,0.1635,5.1437,10.0888,2.7076,0.9355,0.1244,2,1200,900,4500,4500,10,0,0,NNO
214,54,0.91,17.11,9.44,0.158,4.8786,9.6524,2.7444,0.9841,0.1273,2,1200,900,4500,4500,10,0,0,NNO
215,55,0.92,17.09,9.0645,0.1525,4.6135,9.216,2.7812,1.0327,0.1302,2,1200,900,4500,4500,10,0,0,NNO
216,56,0.93,17.07,8.689,0.147,4.3484,8.7796,2.818,1.0813,0.1331,2,1200,900,4500,4500,10,0,0,NNO
217,57,0.94,17.06,8.3135,0.1415,4.0833,8.3432,2.8548,1.1299,0.136,2,1200,900,4500,4500,10,0,0,NNO
218,58,0.94,17.04,7.938,0.136,3.8182,7.9068,2.8916,1.1785,0.1389,2,1200,900,4500,4500,10,0,0,NNO
219,59,0.95,17.02,7.5625,0.1305,3.5531,7.4704,2.9284,1.2271,0.1418,2,1200,900,4500,4500,10,0,0,NNO
220,60,0.96,17.01,7.187,0.125,3.288,7.034,2.9652,1.2757,0.1447,2,1200,900,4500,4500,10,0,0,NNO
221,61,0.97,16.99,6.8115,0.1195,3.0229,6.5976,3.002,1.3243,0.1476,2,1200,900,4500,4500,10,0,0,NNO
222,62,0.98,16.97,6.436,0.114,2.7578,6.1612,3.0388,1.3729,0.1505,2,1200,900,4500,4500,10,0,0,NNO
223,63,0.99,16.95,6.0605,0.1085,2.4927,5.7248,3.0756,1.4215,0.1534,2,1200,900,4500,4500,10,0,0,NNO
224,64,1,16.94,5.685,0.103,2.2276,5.2884,3.1124,1.4701,0.1563,2,1200,900,4500,4500,10,0,0,NNO
225,65,1.01,16.92,5.3095,0.0975,1.9625,4.852,3.1492,1.5187,0.1592,2,1200,900,4500,4500,10,0,0,NNO
226,66,1.01,16.9,4.934,0.092,1.6974,4.4156,3.186,1.5673,0.1621,2,1200,900,4500,4500,10,0,0,NNO
227,67,1.02,16.89,4.5585,0.0865,1.4323,3.9792,3.2228,1.6159,0.165,2,1200,900,4500,4500,10,0,0,NNO
228,68,1.03,16.87,4.183,0.081,1.1672,3.5428,3.2596,1.6645,0.1679,2,1200,900,4500,4500,10,0,0,NNO
229,69,1.04,16.85,3.8075,0.0755,0.9021,3.1064,3.2964,1.7131,0.1708,2,1200,900,4500,4500,10,0,0,NNO
230,70,1.05,16.84,3.432,0.07,0.637,2.67,3.3332,1.7617,0.1737,2,1200,900,4500,4500,10,0,0,NNO
231,48,0.86,17.21,11.693,0.191,6.4692,12.2708,2.5236,0.6925,0.1099,2,1200,900,5000,5000,10,0,0,NNO
232,49,0.87,17.19,11.3175,0.1855,6.2041,11.8344,2.5604,0.7411,0.1128,2,1200,900,5000,5000,10,0,0,NNO
233,50,0.87,17.17,10.942,0.18,5.939,11.398,2.5972,0.7897,0.1157,2,1200,900,5000,5000,10,0,0,NNO
234,51,0.88,17.16,10.5665,0.1745,5.6739,10.9616,2.634,0.8383,0.1186,2,1200,900,5000,5000,10,0,0,NNO
235,52,0.89,17.14,10.191,0.169,5.4088,10.5252,2.6708,0.8869,0.1215,2,1200,900,5000,5000,10,0,0,NNO
236,53,0.9,17.12,9.8155,0.1635,5.1437,10.0888,2.7076,0.9355,0.1244,2,1200,900,5000,5000,10,0,0,NNO
237,54,0.91,17.11,9.44,0.158,4.8786,9.6524,2.7444,0.9841,0.1273,2,1200,900,5000,5000,10,0,0,NNO
238,55,0.92,17.09,9.0645,0.1525,4.6135,9.216,2.7812,1.0327,0.1302,2,1200,900,5000,5000,10,0,0,NNO
239,56,0.93,17.07,8.689,0.147,4.3484,8.7796,2.818,1.0813,0.1331,2,1200,900,5000,5000,10,0,0,NNO
240,57,0.94,17.06,8.3135,0.1415,4.0833,8.3432,2.8548,1.1299,0.136,2,1200,900,5000,5000,10,0,0,NNO
241,58,0.94,17.04,7.938,0.136,3.8182,7.9068,2.8916,1.1785,0.1389,2,1200,900,5000,5000,10,0,0,NNO
242,59,0.95,17.02,7.5625,0.1305,3.5531,7.4704,2.9284,1.2271,0.1418,2,1200,900,5000,5000,10,0,0,NNO
243,60,0.96,17.01,7.187,0.125,3.288,7.034,2.9652,1.2757,0.1447,2,1200,900,5000,5000,10,0,0,NNO
244,61,0.97,16.99,6.8115,0.1195,3.0229,6.5976,3.002,1.3243,0.1476,2,1200,900,5000,5000,10,0,0,NNO
245,62,0.98,16.97,6.436,0.114,2.7578,6.1612,3.0388,1.3729,0.1505,2,1200,900,5000,5000,10,0,0,NNO
246,63,0.99,16.95,6.0605,0.1085,2.4927,5.7248,3.0756,1.4215,0.1534,2,1200,900,5000,5000,10,0,0,NNO
247,64,1,16.94,5.685,0.103,2.2276,5.2884,3.1124,1.4701,0.1563,2,1200,900,5000,5000,10,0,0,NNO
248,65,1.01,16.92,5.3095,0.0975,1.9625,4.852,3.1492,1.5187,0.1592,2,1200,900,5000,5000,10,0,0,NNO
249,66,1.01,16.9,4.934,0.092,1.6974,4.4156,3.186,1.5673,0.1621,2,1200,900,5000,5000,10,0,0,NNO
250,67,1.02,16.89,4.5585,0.0865,1.4323,3.9792,3.2228,1.6159,0.165,2,1200,900,5000,5000,10,0,0,NNO
251,68,1.03,16.87,4.183,0.081,1.1672,3.5428,3.2596,1.6645,0.1679,2,1200,900,5000,5000,10,0,0,NNO
252,69,1.04,16.85,3.8075,0.0755,0.9021,3.1064,3.2964,1.7131,0.1708,2,1200,900,5000,5000,10,0,0,NNO
253,70,1.05,16.84,3.432,0.07,0.637,2.67,3.3332,1.7617,0.1737,2,1200,900,5000,5000,10,0,0,NNO
254,48,0.86,17.21,11.693,0.191,6.4692,12.2708,2.5236,0.6925,0.1099,2,1200,900,5500,5500,10,0,0,NNO
255,49,0.87,17.19,11.3175,0.1855,6.2041,11.8344,2.5604,0.7411,0.1128,2,1200,900,5500,5500,10,0,0,NNO
256,50,0.87,17.17,10.942,0.18,5.939,11.398,2.5972,0.7897,0.1157,2,1200,900,5500,5500,10,0,0,NNO
257,51,0.88,17.16,10.5665,0.1745,5.6739,10.9616,2.634,0.8383,0.1186,2,1200,900,5500,5500,10,0,0,NNO
258,52,0.89,17.14,10.191,0.169,5.4088,10.5252,2.6708,0.8869,0.1215,2,1200,900,5500,5500,10,0,0,NNO
259,53,0.9,17.12,9.8155,0.1635,5.1437,10.0888,2.7076,0.9355,0.1244,2,1200,900,5500,5500,10,0,0,NNO
260,54,0.91,17.11,9.44,0.158,4.8786,9.6524,2.7444,0.9841,0.1273,2,1200,900,5500,5500,10,0,0,NNO
261,55,0.92,17.09,9.0645,0.1525,4.6135,9.216,2.7812,1.0327,0.1302,2,1200,900,5500,5500,10,0,0,NNO
262,56,0.93,17.07,8.689,0.147,4.3484,8.7796,2.818,1.0813,0.1331,2,1200,900,5500,5500,10,0,0,NNO
263,57,0.94,17.06,8.3135,0.1415,4.0833,8.3432,2.8548,1.1299,0.136,2,1200,900,5500,5500,10,0,0,NNO
264,58,0.94,17.04,7.938,0.136,3.8182,7.9068,2.8916,1.1785,0.1389,2,1200,900,5500,5500,10,0,0,NNO
265,59,0.95,17.02,7.5625,0.1305,3.5531,7.4704,2.9284,1.2271,0.1418,2,1200,900,5500,5500,10,0,0,NNO
266,60,0.96,17.01,7.187,0.125,3.288,7.034,2.9652,1.2757,0.1447,2,1200,900,5500,5500,10,0,0,NNO
267,61,0.97,16.99,6.8115,0.1195,3.0229,6.5976,3.002,1.3243,0.1476,2,1200,900,5500,5500,10,0,0,NNO
268,62,0.98,16.97,6.436,0.114,2.7578,6.1612,3.0388,1.3729,0.1505,2,1200,900,5500,5500,10,0,0,NNO
269,63,0.99,16.95,6.0605,0.1085,2.4927,5.7248,3.0756,1.4215,0.1534,2,1200,900,5500,5500,10,0,0,NNO
270,64,1,16.94,5.685,0.103,2.2276,5.2884,3.1124,1.4701,0.1563,2,1200,900,5500,5500,10,0,0,NNO
271,65,1.01,16.92,5.3095,0.0975,1.9625,4.852,3.1492,1.5187,0.1592,2,1200,900,5500,5500,10,0,0,NNO
272,66,1.01,16.9,4.934,0.092,1.6974,4.4156,3.186,1.5673,0.1621,2,1200,900,5500,5500,10,0,0,NNO
273,67,1.02,16.89,4.5585,0.0865,1.4323,3.9792,3.2228,1.6159,0.165,2,1200,900,5500,5500,10,0,0,NNO
274,68,1.03,16.87,4.183,0.081,1.1672,3.5428,3.2596,1.6645,0.1679,2,1200,900,5500,5500,10,0,0,NNO
275,69,1.04,16.85,3.8075,0.0755,0.9021,3.1064,3.2964,1.7131,0.1708,2,1200,900,5500,5500,10,0,0,NNO
276,70,1.05,16.84,3.432,0.07,0.637,2.67,3.3332,1.7617,0.1737,2,1200,900,5500,5500,10,0,0,NNO
277,48,0.86,17.21,11.693,0.191,6.4692,12.2708,2.5236,0.6925,0.1099,2,1200,900,6000,6000,10,0,0,NNO
278,49,0.87,17.19,11.3175,0.1855,6.2041,11.8344,2.5604,0.7411,0.1128,2,1200,900,6000,6000,10,0,0,NNO
279,50,0.87,17.17,10.942,0.18,5.939,11.398,2.5972,0.7897,0.1157,2,1200,900,6000,6000,10,0,0,NNO
280,51,0.88,17.16,10.5665,0.1745,5.6739,10.9616,2.634,0.8383,0.1186,2,1200,900,6000,6000,10,0,0,NNO
281,52,0.89,17.14,10.191,0.169,5.4088,10.5252,2.6708,0.8869,0.1215,2,1200,900,6000,6000,10,0,0,NNO
282,53,0.9,17.12,9.8155,0.1635,5.1437,10.0888,2.7076,0.9355,0.1244,2,1200,900,6000,6000,10,0,0,NNO
283,54,0.91,17.11,9.44,0.158,4.8786,9.6524,2.7444,0.9841,0.1273,2,1200,900,6000,6000,10,0,0,NNO
284,55,0.92,17.09,9.0645,0.1525,4.6135,9.216,2.7812,1.0327,0.1302,2,1200,900,6000,6000,10,0,0,NNO
285,56,0.93,17.07,8.689,0.147,4.3484,8.7796,2.818,1.0813,0.1331,2,1200,900,6000,6000,10,0,0,NNO
286,57,0.94,17.06,8.3135,0.1415,4.0833,8.3432,2.8548,1.1299,0.136,2,1200,900,6000,6000,10,0,0,NNO
287,58,0.94,17.04,7.938,0.136,3.8182,7.9068,2.8916,1.1785,0.1389,2,1200,900,6000,6000,10,0,0,NNO
288,59,0.95,17.02,7.5625,0.1305,3.5531,7.4704,2.9284,1.2271,0.1418,2,1200,900,6000,6000,10,0,0,NNO
289,60,0.96,17.01,7.187,0.125,3.288,7.034,2.9652,1.2757,0.1447,2,1200,900,6000,6000,10,0,0,NNO
290,61,0.97,16.99,6.8115,0.1195,3.0229,6.5976,3.002,1.3243,0.1476,2,1200,900,6000,6000,10,0,0,NNO
291,62,0.98,16.97,6.436,0.114,2.7578,6.1612,3.0388,1.3729,0.1505,2,1200,900,6000,6000,10,0,0,NNO
292,63,0.99,16.95,6.0605,0.1085,2.4927,5.7248,3.0756,1.4215,0.1534,2,1200,900,6000,6000,10,0,0,NNO
293,64,1,16.94,5.685,0.103,2.2276,5.2884,3.1124,1.4701,0.1563,2,1200,900,6000,6000,10,0,0,NNO
294,65,1.01,16.92,5.3095,0.0975,1.9625,4.852,3.1492,1.5187,0.1592,2,1200,900,6000,6000,10,0,0,NNO
295,66,1.01,16.9,4.934,0.092,1.6974,4.4156,3.186,1.5673,0.1621,2,1200,900,6000,6000,10,0,0,NNO
296,67,1.02,16.89,4.5585,0.0865,1.4323,3.9792,3.2228,1.6159,0.165,2,1200,900,6000,6000,10,0,0,NNO
297,68,1.03,16.87,4.183,0.081,1.1672,3.5428,3.2596,1.6645,0.1679,2,1200,900,6000,6000,10,0,0,NNO
298,69,1.04,16.85,3.8075,0.0755,0.9021,3.1064,3.2964,1.7131,0.1708,2,1200,900,6000,6000,10,0,0,NNO
299,70,1.05,16.84,3.432,0.07,0.637,2.67,3.3332,1.7617,0.1737,2,1200,900,6000,6000,10,0,0,NNO
